BLOC109
Date:,2023/11/20
Time:,15:42:19
Type:,ShareSpace
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,SHO1,,,ELB1,,,HAN1,,,SHO2,,,ELB2,,,HAN2,,,SHO3,,,ELB3,,,HAN3,,,SHO4,,,ELB4,,,HAN4,,,SHO5,,,ELB5,,,HAN5
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
11,-875.624146,589.386108,1456.799561,-697.365601,465.180603,1285.323608,-463.630798,574.819336,1596.570557,185.396057,1424.379028,1400.619629,62.015915,1218.272949,1193.574097,227.195206,1177.272217,1539.659180,1163.101929,608.098450,1429.591919,945.810486,662.699341,1183.777344,920.393066,555.468018,1580.467407,575.203735,-295.718933,1336.115723,565.403259,-164.586288,1110.592041,332.730591,-129.406265,1424.167358,-485.836731,-452.272369,1379.234863,-270.551422,-390.876740,1170.066650,-325.858154,-212.463730,1476.447754
12,-875.578308,589.397522,1456.812134,-697.386841,465.169678,1285.361084,-463.827789,574.839111,1596.606567,185.374924,1424.345947,1400.666382,62.003963,1218.217651,1193.548706,227.188110,1177.247070,1539.601563,1163.128784,607.574585,1429.270996,945.852844,661.878357,1183.523193,920.302795,555.126648,1580.213013,575.216492,-295.790619,1336.117920,565.399780,-164.585480,1110.590210,332.951843,-129.839523,1424.309082,-485.800781,-452.177155,1379.204102,-270.402954,-390.761475,1170.042236,-325.981720,-212.199142,1476.324097
13,-875.554443,589.413696,1456.889038,-697.377380,465.137085,1285.390747,-464.000732,574.880249,1596.653687,185.307739,1424.294067,1400.644165,61.952255,1218.258423,1193.535645,227.203094,1177.205566,1539.595459,1163.046875,607.188538,1429.036621,945.861206,661.089172,1183.292603,920.481995,554.852905,1580.187500,575.211365,-295.771088,1336.174438,565.401550,-164.585785,1110.591431,333.025696,-130.238922,1424.380493,-485.735901,-452.119598,1379.202393,-270.341095,-390.645233,1170.062866,-326.205078,-212.256409,1476.411865
14,-875.489014,589.438965,1456.972412,-697.365906,465.121643,1285.395996,-464.182159,574.948486,1596.663574,185.313080,1424.296387,1400.656128,61.948433,1218.262573,1193.538208,227.203735,1177.162231,1539.585938,1163.029175,606.804749,1428.874756,945.814758,660.437744,1183.175415,920.351196,554.415283,1579.903198,575.166443,-295.797516,1336.164551,565.332336,-164.601852,1110.567261,332.983215,-130.664444,1424.536621,-485.658508,-452.084106,1379.207153,-270.268768,-390.631470,1170.132935,-326.528290,-212.340012,1476.467651
15,-875.407471,589.412048,1457.026855,-697.376831,465.119232,1285.414673,-464.407135,575.038025,1596.725952,185.253143,1424.226929,1400.656494,61.915119,1218.225464,1193.541748,227.201736,1177.159790,1539.517334,1162.988037,606.358948,1428.689331,945.960510,660.041199,1183.241699,920.382568,554.000061,1579.796387,575.158264,-295.786713,1336.242432,565.328430,-164.601044,1110.564697,332.899384,-131.187042,1424.727905,-485.587494,-451.997681,1379.199463,-270.200012,-390.552063,1170.148804,-326.907104,-212.618500,1476.533203
16,-875.387573,589.441162,1457.028687,-697.349609,465.125519,1285.426514,-464.614899,575.180054,1596.763306,185.300720,1424.282104,1400.633179,61.921570,1218.221191,1193.461426,227.162415,1177.067505,1539.548584,1162.864136,605.912964,1428.499390,945.671082,659.256958,1182.843872,920.509155,553.653748,1579.894287,575.162048,-295.765686,1336.279541,565.322510,-164.608368,1110.601563,332.692535,-131.655807,1424.819702,-485.581970,-451.958466,1379.166016,-270.112274,-390.494141,1170.150879,-327.259369,-212.682358,1476.556763
17,-875.318420,589.445190,1457.065918,-697.343140,465.082733,1285.450317,-464.831635,575.349182,1596.776489,185.245544,1424.253418,1400.605225,61.897476,1218.251221,1193.478271,227.071915,1177.001343,1539.560791,1162.734131,605.459290,1428.339355,945.477417,658.680725,1182.737793,920.433228,553.187256,1579.750244,575.117188,-295.781311,1336.325073,565.323425,-164.609161,1110.603149,332.624634,-132.094299,1424.989380,-485.412170,-451.600983,1378.630737,-270.044312,-390.451965,1170.149902,-327.382477,-212.731537,1476.536011
18,-875.254456,589.465271,1457.079346,-697.340027,465.032562,1285.426147,-465.038727,575.559753,1596.875000,185.179962,1424.241699,1400.583740,61.817257,1218.248901,1193.467773,227.009460,1176.954346,1539.527710,1162.729980,605.135376,1428.271362,945.299500,657.929993,1182.715454,920.446228,552.755615,1579.772827,575.154846,-295.733185,1336.392090,565.325500,-164.590759,1110.648682,332.588135,-132.471817,1425.092407,-485.342743,-451.547424,1378.633179,-269.937592,-390.426025,1170.106079,-327.500031,-212.792511,1476.548340
19,-875.204773,589.479370,1457.108887,-697.358276,465.002045,1285.453003,-465.214081,575.748169,1596.970459,185.170044,1424.228394,1400.561768,61.788792,1218.281860,1193.477051,226.953918,1176.918701,1539.515625,1162.638916,604.750854,1428.146362,944.916748,656.820435,1182.489502,920.340881,552.238403,1579.731445,575.150818,-295.722504,1336.473389,565.395874,-164.574829,1110.674683,332.377899,-133.099884,1425.171753,-485.331940,-451.498871,1378.607666,-269.855286,-390.373566,1170.094482,-327.522339,-212.866440,1476.592773
20,-875.145996,589.440979,1457.122437,-697.316406,464.942505,1285.462891,-465.445953,575.929138,1597.012329,185.149109,1424.195068,1400.559448,61.762562,1218.277832,1193.415771,226.953842,1176.843872,1539.535400,1162.483032,604.416687,1428.069702,944.701843,656.356506,1182.420166,920.251831,551.762634,1579.742798,575.151001,-295.701630,1336.507690,565.394104,-164.564560,1110.758423,332.307617,-133.629929,1425.223755,-485.225891,-451.435394,1378.602051,-269.781860,-390.300293,1170.085571,-327.561432,-212.865509,1476.578003
21,-875.145325,589.439392,1457.090576,-697.297913,464.900757,1285.468018,-465.652435,576.082825,1597.173828,185.151901,1424.212769,1400.541138,61.759651,1218.226074,1193.406250,226.839432,1176.822144,1539.526245,1162.369629,604.028809,1428.007935,944.528748,656.051758,1182.504883,920.200989,551.282288,1579.838989,575.128906,-295.642426,1336.550293,565.396362,-164.546906,1110.806519,332.240112,-134.176254,1425.289429,-485.157257,-451.444336,1378.618896,-269.733521,-390.285034,1170.108765,-327.642303,-212.957108,1476.631714
22,-875.073242,589.467407,1457.090698,-697.257019,464.901611,1285.449585,-465.876373,576.268005,1597.281738,185.137024,1424.184692,1400.547974,61.739864,1218.250610,1193.374512,226.743149,1176.765625,1539.552368,1162.193359,603.641846,1427.877441,944.254211,655.503357,1182.504761,920.204529,550.736084,1579.889648,575.128418,-295.641205,1336.550415,565.398865,-164.528473,1110.852905,332.228699,-134.786285,1425.378296,-485.103424,-451.458679,1378.668945,-269.671112,-390.249115,1170.098633,-327.680817,-213.032974,1476.672852
23,-875.039429,589.426025,1457.134033,-697.250427,464.902130,1285.444702,-466.097321,576.384766,1597.359497,185.100754,1424.159424,1400.503784,61.738556,1218.252808,1193.374756,226.695541,1176.769775,1539.561646,1162.022461,603.308533,1427.868408,943.969910,654.848999,1182.607910,920.061401,550.055847,1579.921631,575.167297,-295.593079,1336.616943,565.391785,-164.535507,1110.889526,332.327911,-135.352814,1425.355957,-485.045929,-451.427246,1378.653564,-269.664093,-390.240509,1170.079956,-327.730713,-213.163864,1476.727417
24,-874.987366,589.411865,1457.099976,-697.215637,464.859375,1285.411987,-466.337067,576.467468,1597.423584,185.095108,1424.140137,1400.480713,61.746971,1218.172241,1193.319458,226.584930,1176.804810,1539.564453,1161.830811,603.035339,1427.786133,943.488037,654.103088,1182.583252,920.094360,549.341736,1580.004150,575.154602,-295.544342,1336.663452,565.342346,-164.463562,1110.930664,332.446045,-135.930435,1425.347656,-484.984283,-451.399109,1378.644897,-269.566193,-390.222137,1170.048096,-327.760101,-213.257614,1476.756592
25,-874.938171,589.386841,1457.099487,-697.158752,464.859955,1285.404541,-466.582916,576.590454,1597.527832,184.997406,1424.100952,1400.457275,61.715237,1218.207886,1193.294434,226.446030,1176.827637,1539.562500,1161.759521,602.892334,1427.774292,942.959534,653.320313,1182.532593,920.140137,548.731445,1580.160889,575.154907,-295.521698,1336.697144,565.339539,-164.460571,1110.929321,332.677124,-136.355316,1425.362061,-484.927307,-451.380188,1378.672119,-269.530670,-390.361420,1170.269409,-327.678619,-213.543213,1476.898071
26,-874.864868,589.381897,1457.050537,-697.095581,464.878143,1285.373169,-466.868195,576.675415,1597.581299,185.025665,1424.134521,1400.459717,61.747181,1218.171509,1193.317749,226.354141,1176.886353,1539.579102,1161.480225,602.444092,1427.669312,942.490051,652.672913,1182.555298,920.089905,548.070496,1580.237183,575.192749,-295.494995,1336.730347,565.290649,-164.388977,1110.970215,332.958374,-136.725281,1425.312378,-484.828796,-451.380341,1378.667603,-269.484253,-390.322540,1170.203369,-327.708099,-213.602539,1476.841553
27,-874.822693,589.358948,1457.035767,-697.046265,464.881378,1285.340576,-467.098267,576.841064,1597.678955,184.978897,1424.078613,1400.484619,61.746841,1218.172729,1193.331909,226.287399,1176.930908,1539.599609,1161.282349,602.238586,1427.675659,942.115784,652.381775,1182.605225,920.072388,547.460999,1580.346313,575.178101,-295.457214,1336.717896,565.238708,-164.313858,1111.010376,333.289978,-137.115448,1425.338989,-484.779388,-451.400116,1378.669922,-269.458832,-390.281952,1170.181763,-327.680817,-213.644821,1476.860352
28,-874.778076,589.320740,1457.023682,-697.038025,464.837555,1285.313599,-467.292816,576.906555,1597.770630,184.939438,1424.100952,1400.506104,61.747337,1218.168945,1193.330078,226.286774,1176.931152,1539.599854,1160.947021,601.967651,1427.557495,941.681091,652.042236,1182.757080,919.707275,546.690369,1580.181519,575.199097,-295.370697,1336.770020,565.232056,-164.301285,1111.091797,333.620422,-137.471848,1425.335083,-484.720062,-451.377045,1378.670654,-269.407959,-390.277771,1170.137817,-327.629150,-213.724365,1476.860229
29,-874.667175,589.303101,1457.058105,-696.911438,464.884949,1285.295898,-467.491852,576.931641,1597.863037,184.957336,1424.093018,1400.483643,61.189774,1218.658936,1193.947876,226.220337,1176.906372,1539.644287,1160.652100,601.692688,1427.532837,941.078552,651.537964,1182.907227,919.793152,546.081909,1580.464722,575.246826,-295.331177,1336.840088,565.185974,-164.230957,1111.134888,333.960052,-137.760422,1425.354614,-484.658295,-451.333252,1378.620117,-269.319733,-390.215515,1170.057373,-327.572754,-213.753326,1476.874390
30,-874.650513,589.317566,1457.035278,-696.924133,464.874786,1285.239258,-467.747986,576.957153,1597.980835,184.940659,1424.102051,1400.505737,61.656826,1218.179321,1193.385864,226.279175,1176.934204,1539.591797,1160.286743,601.424988,1427.515991,940.639038,650.991577,1182.997925,919.564575,545.331055,1580.405762,575.282471,-295.351074,1336.858521,565.175537,-164.235138,1111.168457,334.310822,-137.975128,1425.377930,-484.566437,-451.353973,1378.688965,-269.281403,-390.236481,1170.051270,-327.405090,-213.858002,1476.814697
31,-874.544067,589.303345,1457.060181,-696.873047,464.939575,1285.157227,-467.946899,576.960327,1598.047119,184.920944,1424.087402,1400.484131,61.725422,1218.050049,1193.282593,226.306030,1176.890503,1539.613159,1160.013184,601.223389,1427.559937,940.240601,650.502319,1183.079956,919.270142,544.669373,1580.514404,575.311951,-295.287079,1336.855957,565.057983,-164.180252,1111.186157,334.549896,-138.156067,1425.361938,-484.504150,-451.331024,1378.683594,-269.212555,-390.176605,1170.033325,-327.157654,-213.944305,1476.818481
32,-874.486572,589.282043,1457.037964,-696.791443,464.913177,1285.135376,-468.206299,576.931091,1598.139771,184.902267,1424.102661,1400.481934,61.671513,1218.066040,1193.355347,226.310623,1176.892212,1539.587280,1159.696533,601.091187,1427.634888,939.661682,649.707642,1183.070313,918.845093,543.932922,1580.571533,575.358093,-295.235413,1336.900391,565.053650,-164.158386,1111.228638,334.824524,-138.210007,1425.310303,-484.449707,-451.277252,1378.617920,-269.152405,-390.174469,1170.021240,-326.873383,-214.092819,1476.860840
33,-874.372253,589.278381,1457.011475,-696.729736,464.936554,1285.094238,-468.395050,576.871826,1598.230347,184.902176,1424.103027,1400.482178,61.568459,1218.026489,1193.406006,226.310684,1176.893188,1539.586304,1159.444458,600.974915,1427.777954,939.193481,649.348633,1183.239014,918.511597,543.235474,1580.608276,575.388062,-295.158478,1336.875122,565.015198,-164.080200,1111.236572,335.131012,-138.322601,1425.269165,-484.391724,-451.233490,1378.584229,-269.105835,-390.199554,1170.005371,-326.702026,-214.306671,1476.795044
34,-874.298889,589.261841,1457.022705,-696.720886,464.942291,1285.021606,-468.563690,576.818542,1598.297607,184.846268,1424.082886,1400.460571,61.566982,1217.948853,1193.395508,226.221909,1176.824585,1539.674683,1158.979126,600.851746,1427.806030,938.705017,649.164551,1183.432983,918.351685,542.639343,1580.729614,575.417542,-295.103668,1336.895630,565.004578,-164.084122,1111.269531,335.513397,-138.542892,1425.231812,-484.331696,-451.228973,1378.579712,-269.000275,-390.186584,1170.000366,-326.487122,-214.386017,1476.833374
35,-874.239380,589.264465,1457.040527,-696.679138,465.015411,1284.947144,-468.710510,576.725525,1598.303467,184.822937,1424.055298,1400.469482,61.523907,1217.844238,1193.430542,226.216873,1176.725098,1539.700928,1158.559814,600.692200,1427.844971,938.242737,648.852478,1183.610718,918.016785,541.983887,1580.763306,575.399902,-295.024841,1336.889648,565.078064,-164.052139,1111.342163,335.836548,-138.920929,1425.237671,-484.286621,-451.239594,1378.574707,-268.906616,-390.140747,1169.993652,-326.125977,-214.294846,1477.109131
36,-874.156494,589.240356,1457.056763,-696.641785,464.979462,1284.884277,-468.787567,576.675171,1598.356201,184.779327,1424.031372,1400.403687,61.455868,1217.806274,1193.425903,226.225983,1176.557861,1539.654175,1158.187134,600.533325,1427.833862,937.730225,648.485474,1183.735962,917.542053,541.220520,1580.704102,575.412659,-294.983551,1336.886230,565.038635,-163.991379,1111.304688,336.143402,-139.216812,1425.254883,-484.238190,-451.214172,1378.521118,-268.789917,-390.120850,1170.025391,-326.178680,-214.111465,1476.915283
37,-874.011230,589.297058,1457.104126,-696.663574,465.020996,1284.832031,-468.856659,576.586975,1598.323608,184.744003,1423.915771,1400.403809,61.431366,1217.726563,1193.480225,226.189880,1176.442261,1539.677490,1157.847778,600.386414,1427.885742,937.296082,648.240540,1183.868164,917.221252,540.541748,1580.743530,575.379578,-294.879181,1336.890137,565.032227,-163.987518,1111.298828,336.412659,-139.454926,1425.155762,-484.169006,-451.162231,1378.502075,-268.692078,-390.100586,1170.004883,-326.010712,-214.151352,1476.995117
38,-873.997620,589.276306,1457.190674,-696.630493,464.994812,1284.778320,-468.889038,576.481995,1598.343628,184.732391,1423.921143,1400.402222,61.443924,1217.623535,1193.444458,226.152176,1176.238892,1539.752563,1157.453247,600.221375,1427.902466,936.660034,647.405701,1183.933716,916.868164,539.826904,1580.792725,575.410461,-294.819519,1336.890747,565.105103,-163.954788,1111.370605,336.708710,-139.807587,1424.947510,-484.097168,-451.128662,1378.483765,-268.552368,-390.044037,1170.055176,-325.751129,-214.586014,1477.262085
39,-873.890930,589.291931,1457.214722,-696.612793,465.038574,1284.763428,-468.899384,576.462585,1598.327515,184.700592,1423.841309,1400.402832,61.405910,1217.605957,1193.451416,226.078430,1176.091431,1539.707397,1157.024780,600.031128,1427.941650,935.733459,646.013123,1183.875854,916.568909,539.170776,1580.873535,575.425964,-294.695129,1336.909302,565.073547,-163.887390,1111.298584,337.072083,-140.201553,1424.743652,-483.990753,-451.119171,1378.488037,-268.429291,-389.940582,1170.054932,-325.678650,-214.177628,1477.181396
40,-873.820557,589.311646,1457.240723,-696.602295,465.025848,1284.760986,-468.889587,576.404907,1598.293701,184.628235,1423.766846,1400.390991,61.405117,1217.527466,1193.476440,225.866989,1175.888794,1539.756592,1156.529297,599.880310,1428.002563,935.100830,645.582886,1184.014893,916.235718,538.521545,1580.985596,575.421997,-294.585938,1336.923950,565.066528,-163.882904,1111.291260,337.580902,-140.740463,1424.595459,-483.912628,-451.071045,1378.482666,-268.300018,-389.794617,1170.069946,-325.624695,-214.100555,1477.195801
41,-873.728455,589.304810,1457.303467,-696.602356,465.025116,1284.761353,-468.893341,576.405334,1598.221313,184.634567,1423.718384,1400.369385,61.382072,1217.441772,1193.438354,225.677750,1175.673950,1539.813354,1156.149658,599.802979,1428.130005,935.136230,646.864563,1184.497803,916.010498,537.868408,1581.055786,575.451843,-294.497589,1336.955322,565.137634,-163.868576,1111.317383,338.001923,-141.239822,1424.565674,-483.634155,-451.401001,1378.841553,-268.165802,-389.652069,1170.087280,-325.390503,-214.058334,1477.237915
42,-873.693909,589.326538,1457.340942,-696.602478,465.025208,1284.761353,-468.843597,576.428589,1598.174072,184.585999,1423.641479,1400.391479,61.444920,1217.327026,1193.431274,225.499084,1175.495117,1539.850952,1155.631104,599.727661,1428.224731,934.755249,646.728760,1184.696899,915.796936,537.420471,1581.147583,575.482910,-294.431183,1336.954102,565.173950,-163.784760,1111.268311,338.294250,-141.719238,1424.595215,-483.570251,-451.391144,1378.855225,-268.061707,-389.514618,1170.114746,-325.078430,-213.969910,1477.330444
43,-873.598999,589.344482,1457.372803,-696.618286,465.022919,1284.669067,-468.754303,576.542603,1598.074585,184.610458,1423.617676,1400.394653,61.301090,1217.385620,1193.580078,225.435852,1175.296509,1539.854004,1155.183960,599.738953,1428.355713,934.091919,646.377747,1184.799316,915.577637,536.869080,1581.254150,575.434082,-294.351624,1336.957520,565.241089,-163.765457,1111.287964,338.669098,-142.103165,1424.547729,-483.514648,-451.323822,1378.853516,-267.963715,-389.385773,1170.162109,-324.747375,-213.830017,1477.441650
44,-873.535156,589.317322,1457.406982,-696.606934,465.014038,1284.680786,-468.714142,576.648132,1598.013672,184.558578,1423.534668,1400.393921,61.394798,1217.260986,1193.539063,225.355316,1175.018188,1539.899292,1154.686768,599.536743,1428.325928,933.519043,646.053772,1184.940063,915.335022,536.386780,1581.367554,575.477356,-294.322510,1336.967651,565.339417,-163.674194,1111.298340,339.050690,-142.444382,1424.519775,-483.453644,-451.253174,1378.855469,-267.937836,-389.290436,1170.196289,-324.509216,-213.641296,1477.486084
45,-873.461609,589.341919,1457.432739,-696.607178,464.961029,1284.682373,-468.657043,576.735657,1597.882324,184.526108,1423.489868,1400.372925,61.469227,1217.069824,1193.486816,225.288437,1174.808105,1539.921021,1154.391479,599.702942,1428.516357,932.808105,645.727417,1185.109619,915.039429,535.831543,1581.443970,575.467346,-294.276520,1336.928589,565.368042,-163.576279,1111.328979,339.400085,-143.184128,1424.511597,-483.367584,-451.160950,1378.903442,-267.872314,-389.229614,1170.229736,-324.141174,-213.507019,1477.641479
46,-873.441284,589.295044,1457.476685,-696.619324,464.943390,1284.676514,-468.600250,576.819275,1597.813965,184.503891,1423.455200,1400.370361,61.517918,1216.970825,1193.473877,225.243484,1174.594116,1539.951416,1153.894775,599.653076,1428.596191,932.221558,645.474915,1185.234619,914.765137,535.165588,1581.487793,575.512207,-294.214539,1336.948608,565.461182,-163.481018,1111.336060,339.897308,-144.126175,1424.637207,-483.243225,-451.053375,1379.010864,-267.801880,-389.132751,1170.327637,-323.834076,-213.277542,1477.746582
47,-873.321045,589.335144,1457.436157,-696.579102,464.934143,1284.652588,-468.558868,576.943787,1597.729004,184.411301,1423.412598,1400.364868,61.662010,1216.748535,1193.335327,225.225357,1174.377808,1540.008911,1153.275757,599.394287,1428.562622,931.639282,645.258972,1185.364624,914.559143,534.543213,1581.548096,575.513855,-294.213806,1336.949829,565.543701,-163.439392,1111.371582,340.304108,-145.069153,1424.497681,-483.091553,-450.964783,1379.092285,-267.714264,-389.010803,1170.414429,-323.578827,-213.104858,1477.782959
48,-873.303345,589.343201,1457.433594,-696.568237,464.865265,1284.676880,-468.511322,577.084778,1597.678101,184.375504,1423.374512,1400.361450,61.716309,1216.629272,1193.312622,225.246323,1174.224487,1539.992676,1152.776245,599.493164,1428.729858,931.005737,644.855713,1185.529419,914.365173,533.946838,1581.620239,575.508301,-294.129791,1336.930054,565.717957,-163.324341,1111.369507,340.772736,-146.049896,1424.575806,-482.952362,-450.819916,1379.215454,-267.630005,-388.848816,1170.494995,-323.332245,-212.924881,1477.889771
49,-873.238770,589.291870,1457.470825,-696.520813,464.866516,1284.646729,-468.493347,577.175232,1597.664063,184.353043,1423.352295,1400.318237,61.758743,1216.500732,1193.244019,225.298126,1174.060059,1540.045166,1152.218994,599.457458,1428.741455,930.221436,644.291504,1185.561523,914.235107,533.417664,1581.739502,575.554077,-294.078156,1336.974121,565.886292,-163.213211,1111.401978,341.343475,-147.361923,1424.496582,-482.846527,-450.732574,1379.357056,-267.513947,-388.558533,1170.622070,-323.072906,-212.623032,1477.924072
50,-873.180908,589.293518,1457.521729,-696.503845,464.827942,1284.656738,-468.466461,577.266418,1597.653564,184.313950,1423.347168,1400.318481,61.809158,1216.385864,1193.230591,225.305054,1173.908936,1540.030151,1151.729248,599.420166,1428.768066,929.569580,644.017456,1185.749634,914.128845,532.777100,1581.769531,575.563049,-294.066132,1336.929810,566.017273,-163.034897,1111.359009,341.862549,-148.729965,1424.366821,-482.738495,-450.630219,1379.373047,-267.359283,-388.403748,1170.764160,-322.767029,-212.362305,1478.011475
51,-873.106506,589.270630,1457.540527,-696.502075,464.825195,1284.651489,-468.503387,577.302612,1597.569946,184.309418,1423.313354,1400.295166,61.800896,1216.329102,1193.332764,225.434784,1173.757202,1540.044922,1151.270020,599.376770,1428.802368,928.919556,643.968628,1185.927002,914.157532,532.062988,1581.887207,575.574341,-293.997681,1336.956177,566.232056,-162.975525,1111.392822,342.624115,-150.002045,1424.506470,-482.656067,-450.580475,1379.464600,-267.163177,-388.139923,1170.986084,-322.492432,-212.577881,1478.058594
